question_id,model,graph_image,file_name,number_of_nodes,question_level,visualisation_type,adaptation,question,device,ckpt,input_image,output_dir,saliency_npy,scanpath_npy,status,error,saliency_mean,saliency_std,saliency_max,saliency_min,saliency_skewness,saliency_kurtosis,saliency_entropy,saliency_center_bias,saliency_spread,fixation_count,fixation_duration_mean,fixation_duration_std,scanpath_length,scanpath_complexity,mean_saccade_mag,cognitive_load,info_processing_idx
1,visalformer,samples/6 node/6_nodes_S00002/no_caption/non_adapted.png,non_adapted.png,6,1,non_adapted,non_adapted,How many CYBER OBSERVABLE nodes are in the graph?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00002/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q01_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q01_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.24549008072864334,0.20315102858649736,0.999999966883118,0.0,1.2062074636556992,0.9721044929843181,21.270828995228033,0.5203304493147881,693.3421232600077,0,nan,nan,nan,nan,nan,nan,nan
2,visalformer,samples/6 node/6_nodes_S00005/no_caption/non_adapted.png,non_adapted.png,6,1,non_adapted,non_adapted,How many nodes have TLP:GREEN?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00005/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q02_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q02_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.4275314023751761,0.2265335763229533,0.9999998980000104,0.0,0.32563918964227406,-0.8944318739777231,21.518713916386286,0.46119538276646393,662.706990402161,0,nan,nan,nan,nan,nan,nan,nan
3,visalformer,samples/6 node/6_nodes_S00008/no_caption/non_adapted.png,non_adapted.png,6,1,non_adapted,non_adapted,Count the number of nodes with high connection counts (node size 7-10),cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00008/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q03_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q03_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.20206245296367167,0.2232578450616674,0.9999999660000012,0.0,1.676981683456498,2.1179099731187723,21.00860474584609,0.392973233982164,560.9195735076108,0,nan,nan,nan,nan,nan,nan,nan
4,visalformer,samples/6 node/6_nodes_S00014/no_caption/non_adapted.png,non_adapted.png,6,1,non_adapted,non_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00014/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q04_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q04_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.24809634292378274,0.26201793833800396,0.9999999378048819,0.0,1.3107561127277805,0.6125914542345079,21.020363685651134,0.5778394863662719,658.6989871329166,0,nan,nan,nan,nan,nan,nan,nan
5,visalformer,samples/6 node/6_nodes_S00017/no_caption/non_adapted.png,non_adapted.png,6,2,non_adapted,non_adapted,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00017/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q05_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q05_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.24165838519977567,0.1459395617902577,0.9999999588709695,0.0,1.7484775557391052,5.121713542759634,21.498779831210943,0.5527290004550859,777.0126726494403,0,nan,nan,nan,nan,nan,nan,nan
6,visalformer,samples/6 node/6_nodes_S00020/no_caption/non_adapted.png,non_adapted.png,6,2,non_adapted,non_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00020/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q06_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q06_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.3533771357621213,0.2726584999370996,0.9999999630434796,0.0,0.6263676821326292,-0.7742632830812863,21.286216210167023,0.49965238911180215,632.9946305667634,0,nan,nan,nan,nan,nan,nan,nan
7,visalformer,samples/6 node/6_nodes_S00023/no_caption/non_adapted.png,non_adapted.png,6,2,non_adapted,non_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00023/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q07_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q07_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.2196165244956322,0.2068464684948179,0.9999999509615409,0.0,1.2512436244423686,1.0273189094800248,21.144621914090198,0.45111128943174916,609.4805848475231,0,nan,nan,nan,nan,nan,nan,nan
8,visalformer,samples/6 node/6_nodes_S00026/no_caption/non_adapted.png,non_adapted.png,6,2,non_adapted,non_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00026/no_caption/non_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q08_non_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q08_non_adapted/non_adapted_visalformer_text_version_1/non_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.3506854121614528,0.21418016428218192,0.9999998891304471,0.0,1.0170955636448404,0.7886548953337198,21.468452568942194,0.530819546871032,726.3666406816521,0,nan,nan,nan,nan,nan,nan,nan
9,visalformer,samples/6 node/6_nodes_S00065/no_caption/fully_adapted.png,fully_adapted.png,6,1,fully_adapted,fully_adapted,How many CYBER OBSERVABLE nodes are in the graph?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00065/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q09_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q09_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.2828039001649258,0.22207686759117273,0.9999999876213593,0.0,0.7221500811342064,-0.5107775948510973,21.277628874330272,0.5100688257479686,658.4045866071652,0,nan,nan,nan,nan,nan,nan,nan
10,visalformer,samples/6 node/6_nodes_S00068/no_caption/fully_adapted.png,fully_adapted.png,6,1,fully_adapted,fully_adapted,How many nodes have TLP:GREEN?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00068/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q10_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q10_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.18901167985263256,0.11922115285711503,0.999999989330544,0.0,1.212833297749287,4.647650312484068,21.441376736563157,0.4916117810177236,692.1830072490764,0,nan,nan,nan,nan,nan,nan,nan
11,visalformer,samples/6 node/6_nodes_S00071/no_caption/fully_adapted.png,fully_adapted.png,6,1,fully_adapted,fully_adapted,Count the number of nodes with high connection counts (node size 7-10),cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00071/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q11_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q11_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.2587498142257576,0.25725545158906515,0.9999999734375007,0.0,0.9769771072118536,-0.14618226977456672,21.03667290389951,0.4597722403875796,579.2320504893866,0,nan,nan,nan,nan,nan,nan,nan
12,visalformer,samples/6 node/6_nodes_S00074/no_caption/fully_adapted.png,fully_adapted.png,6,1,fully_adapted,fully_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00074/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q12_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q12_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.30673929569092717,0.21444943105862574,0.9999999770270276,0.0,0.545427720366457,-0.27337045478417243,21.35528045571338,0.4817957633913871,670.1401029504567,0,nan,nan,nan,nan,nan,nan,nan
13,visalformer,samples/6 node/6_nodes_S00077/no_caption/fully_adapted.png,fully_adapted.png,6,2,fully_adapted,fully_adapted,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00077/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q13_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q13_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.2828988811145802,0.20693869110384588,0.9999999722826095,0.0,0.7014647880490383,-0.0308590460856788,21.328638346288,0.45123910565628955,647.9022384705571,0,nan,nan,nan,nan,nan,nan,nan
14,visalformer,samples/6 node/6_nodes_S00080/no_caption/fully_adapted.png,fully_adapted.png,6,2,fully_adapted,fully_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00080/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q14_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q14_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.156671770075709,0.18724403852075527,0.9999999696428581,0.0,2.0209568612038837,3.889941202460186,20.95073811375446,0.5789097556135061,700.5172672592045,0,nan,nan,nan,nan,nan,nan,nan
15,visalformer,samples/6 node/6_nodes_S00083/no_caption/fully_adapted.png,fully_adapted.png,6,2,fully_adapted,fully_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00083/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q15_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q15_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.16619876957772844,0.1749801522583412,0.9999999813868615,0.0,1.562532789509622,2.3451531240939527,21.032481516172563,0.5123943161919674,680.6120309723409,0,nan,nan,nan,nan,nan,nan,nan
16,visalformer,samples/6 node/6_nodes_S00086/no_caption/fully_adapted.png,fully_adapted.png,6,2,fully_adapted,fully_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00086/no_caption/fully_adapted.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q16_fully_adapted,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q16_fully_adapted/fully_adapted_visalformer_text_version_1/fully_adapted_visalformer_text_version_1_saliency.npy,,ok,,0.3789268277437105,0.23783325325200436,0.9999999750000006,0.0,0.2454679403905755,-0.7356461057659782,21.407514102269698,0.49291117122359235,670.8415491459069,0,nan,nan,nan,nan,nan,nan,nan
17,visalformer,samples/6 node/6_nodes_S00125/no_caption/nodes_shape_tlp.png,nodes_shape_tlp.png,6,1,shape_nodes,semi_adapted,How many CYBER OBSERVABLE nodes are in the graph?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00125/no_caption/nodes_shape_tlp.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q17_nodes_shape_tlp,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q17_nodes_shape_tlp/nodes_shape_tlp_visalformer_text_version_1/nodes_shape_tlp_visalformer_text_version_1_saliency.npy,,ok,,0.4294254968286886,0.21006620793643485,0.9999999457446839,0.0,0.02989460047193748,-0.6824304293740413,21.539076100508723,0.4846413053417085,702.0927988298388,0,nan,nan,nan,nan,nan,nan,nan
18,visalformer,samples/6 node/6_nodes_S00128/no_caption/nodes_color_type.png,nodes_color_type.png,6,1,color_nodes,semi_adapted,How many nodes have TLP:GREEN?,cuda:1,/data/gkoutr/BCI-RS/synthetic_eyetracking_works/non-priority/visalformer/Code/VisSalFormer_weights.tar,/data/gkoutr/synthetic_eye_sphynx/images/samples/6 node/6_nodes_S00128/no_caption/nodes_color_type.png,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q18_nodes_color_type,/data/gkoutr/synthetic_eye_sphynx/results/high_level/visalformer/outputs/q18_nodes_color_type/nodes_color_type_visalformer_text_version_1/nodes_color_type_visalformer_text_version_1_saliency.npy,,ok,,0.4527930336862839,0.22810102360854995,0.99999996890244,0.0,0.41535114279720614,-0.6255845247444252,21.542763316242613,0.5354162549782092,742.4594820526114,0,nan,nan,nan,nan,nan,nan,nan
